timestamp,eth_open,eth_high,eth_low,eth_close,eth_volume,btc_open,btc_high,btc_low,btc_close,btc_volume,open,high,low,close,volume,funding_rate,z_funding
2024-08-20 16:00:00+00:00,2572.809814453125,2583.095703125,2568.69091796875,2575.303466796875,0.0,58825.54296875,59028.484375,58640.546875,58811.2109375,0,2572.809814453125,2583.095703125,2568.69091796875,2575.303466796875,0.0,1.25e-05,0.0
2024-08-20 17:00:00+00:00,2574.91455078125,2591.96923828125,2571.241943359375,2588.084228515625,0.0,58815.78125,59025.51171875,58708.234375,58992.87109375,0,2574.91455078125,2591.96923828125,2571.241943359375,2588.084228515625,0.0,1.2940047416683545e-05,0.6850895420202123
2024-08-20 18:00:00+00:00,2588.99853515625,2601.955322265625,2587.52099609375,2594.134033203125,77001728.0,59043.11328125,59467.734375,59029.16796875,59327.1484375,254502912,2588.99853515625,2601.955322265625,2587.52099609375,2594.134033203125,77001728.0,1.284225910186498e-05,0.3380430134815793
2024-08-20 19:00:00+00:00,2590.75390625,2606.237060546875,2590.75390625,2602.74560546875,21196800.0,59190.62890625,59577.50390625,59190.62890625,59476.6171875,67616768,2590.75390625,2606.237060546875,2590.75390625,2602.74560546875,21196800.0,1.3228637823141745e-05,1.1300029722437543
2024-08-20 20:00:00+00:00,2602.484130859375,2608.572265625,2591.71044921875,2592.666015625,0.0,59498.4921875,59679.28515625,59340.31640625,59340.31640625,0,2602.484130859375,2608.572265625,2591.71044921875,2592.666015625,0.0,1.2838888047927691e-05,-0.11474521318647471
2024-08-20 21:00:00+00:00,2589.9931640625,2590.0830078125,2571.598876953125,2584.713623046875,212323328.0,59295.0703125,59324.19921875,59003.515625,59310.95703125,414324736,2589.9931640625,2590.0830078125,2571.598876953125,2584.713623046875,212323328.0,1.2518582964223577e-05,-1.031482871491193
2024-08-20 22:00:00+00:00,2585.869873046875,2592.318359375,2584.90771484375,2586.22021484375,33169408.0,59298.93359375,59525.359375,59298.93359375,59351.75390625,176969728,2585.869873046875,2592.318359375,2584.90771484375,2586.22021484375,33169408.0,1.238658577909004e-05,-1.1855547768073778
2024-08-20 23:00:00+00:00,2585.493408203125,2587.7529296875,2573.10888671875,2573.10888671875,5893120.0,59360.3125,59382.58203125,59025.03515625,59025.03515625,0,2585.493408203125,2587.7529296875,2573.10888671875,2573.10888671875,5893120.0,1.140053105552436e-05,-2.1060669845712843
2024-08-21 00:00:00+00:00,2574.571533203125,2584.809326171875,2574.286376953125,2577.396240234375,0.0,59020.79296875,59260.04296875,59020.79296875,59087.19140625,0,2574.571533203125,2584.809326171875,2574.286376953125,2577.396240234375,0.0,1.092813069208046e-05,-1.9225013319980857
2024-08-21 01:00:00+00:00,2577.960693359375,2583.79150390625,2563.43798828125,2583.79150390625,0.0,58993.6796875,59204.9765625,58823.4453125,59204.9765625,0,2577.960693359375,2583.79150390625,2563.43798828125,2583.79150390625,0.0,1.1000047738223334e-05,-1.4844325052097602
2024-08-21 02:00:00+00:00,2584.648681640625,2596.136474609375,2584.648681640625,2591.001953125,58317824.0,59281.33203125,59487.89453125,59281.33203125,59378.2421875,0,2584.648681640625,2596.136474609375,2584.648681640625,2591.001953125,58317824.0,1.1520130506137113e-05,-0.8034794016955712
2024-08-21 03:00:00+00:00,2590.855712890625,2593.781005859375,2587.737548828125,2591.0576171875,0.0,59375.97265625,59419.1953125,59244.58984375,59290.3671875,0,2590.855712890625,2593.781005859375,2587.737548828125,2591.0576171875,0.0,1.1928462645459103e-05,-0.3009247186107293
2024-08-21 04:00:00+00:00,2591.974365234375,2594.2177734375,2589.950439453125,2592.140380859375,0.0,59325.19140625,59406.44140625,59221.75,59370.828125,0,2591.974365234375,2594.2177734375,2589.950439453125,2592.140380859375,0.0,1.2320424587716325e-05,0.1815641377954168
2024-08-21 05:00:00+00:00,2592.349365234375,2595.773681640625,2592.349365234375,2592.9892578125,0.0,59379.1640625,59404.6796875,59333.6953125,59364.5234375,0,2592.349365234375,2595.773681640625,2592.349365234375,2592.9892578125,0.0,1.2683589503599398e-05,0.6218072490186627
2024-08-21 06:00:00+00:00,2593.801025390625,2604.81689453125,2593.801025390625,2600.305419921875,0.0,59393.2734375,59727.046875,59385.20703125,59617.8359375,88576000,2593.801025390625,2604.81689453125,2593.801025390625,2600.305419921875,0.0,1.3468566128746716e-05,1.4724468963603397
2024-08-21 07:00:00+00:00,2601.077880859375,2605.874267578125,2597.255859375,2601.0869140625,18618368.0,59636.06640625,59735.78515625,59618.078125,59725.23828125,0,2601.077880859375,2605.874267578125,2597.255859375,2601.0869140625,18618368.0,1.4094209718900695e-05,1.8901940472182663
2024-08-21 08:00:00+00:00,2600.828125,2606.2275390625,2581.338623046875,2586.668701171875,78188544.0,59725.609375,59912.37890625,59282.41796875,59486.48828125,299530240,2600.828125,2606.2275390625,2581.338623046875,2586.668701171875,78188544.0,1.3613813442808937e-05,1.2421819670494427
2024-08-21 09:00:00+00:00,2586.0205078125,2586.96533203125,2572.446533203125,2580.791259765625,108351488.0,59481.72265625,59481.72265625,59131.4921875,59266.296875,243437568,2586.0205078125,2586.96533203125,2572.446533203125,2580.791259765625,108351488.0,1.2929915170899242e-05,0.474294727968058
